nom,type,address,cp,ville,region,telephone,email,site,desc
RANDONNÉE LUDIQUE ET FAMILIALE À SAINT-JEAN-DU-GARD,Jeu de piste ludique,,30270,SAINT-JEAN-DU-GARD,Occitanie,,contact@les-challenges-bn.fr,http://www.randoland.fr/bn,"Recevez un code pour télécharger ce parcours et deux autres dans la région de votre choix. Chaque parcours comprend une carte pour se repérer, des jeux à réaliser durant la randonnée pour vitaminer le cerveau et des indices à trouver en observant autour de vous ! Les randonnées se font en autonomie pour s'amuser tout en vivant un moment de partage. Les jeux de piste proposés sont adaptées à l’âge de l’enfant (4/6 ans 7/9 ans et + de 10 ans)."
RENEGADES AMERICAN FOOTBALL CLUB 05,Flag Football,,05000,LA SAULCE,Provence-Alpes-Côte d'Azur,,588@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
RUGBY CLUB BROCELIANDE OUST,Rugby,"Lieu-dit La Suais, route de Malestroit",56460,SERENT,Bretagne,0664810577,rcbo.rugby@gmail.com,http://rcbo-serent.ffr.fr,Réservation obligatoire. Trois séances offertes sur remise du pass. Offre non cumulable pour une même personne. A partir de 8 ans.
SAINT ETIENNE ARTS MARTIAUX,Aikido,22 Allee Chantegrillet,42100,SAINT ETIENNE ,Auvergne-Rhône-Alpes,,sainteartsmartiaux@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
SAINT MARTIN ARCHERS CLUB,Tir à l'arc,,89100,SAINT-MARTIN-DU-TERTRE,Bourgogne-Franche-Comté,,saintmartinarchersclub89@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans. Hors vacances scolaires. 
SAINT MICHEL TAEKWONDO 91,Taekwondo,,91240,SAINT MICHEL SUR ORGE,Île-de-France,0751630096,smt91240@gmail.com,,Réservation obligatoire. Une séance offerte sur remise du pass. Offre non cumulable pour une même personne. . A partir de 8 ans.
SAINT PAUL GYM,Gym douce,,87260,SAINT PAUL,Nouvelle-Aquitaine,0664451846,stpaulgym87260@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 12 ans.
SAINT PAUL GYM,Renforcement musculaire,9 Rue du stade ,87260,SAINT PAUL,Nouvelle-Aquitaine,0664451846,stpaulgym87260@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 14 ans.
SAINT PAUL GYM,Yoga,9 Rue du stade ,87260,SAINT PAUL,Nouvelle-Aquitaine,0664451846,stpaulgym87260@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 12 ans.
SAINT PIERRE D'ALBIGNY BADMINTON,Badminton,,73250,SAINT PIERRE D'ALBIGNY,Auvergne-Rhône-Alpes,,spabad73@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
"SAINTE-SUZANNE, PERLE DU MAINE",Jeu de piste ludique,,53270,SAINTE-SUZANNE,Pays de la Loire,,contact@les-challenges-bn.fr,http://www.randoland.fr/bn,"Recevez un code pour télécharger ce parcours et deux autres dans la région de votre choix. Chaque parcours comprend une carte pour se repérer, des jeux à réaliser durant la randonnée pour vitaminer le cerveau et des indices à trouver en observant autour de vous ! Les randonnées se font en autonomie pour s'amuser tout en vivant un moment de partage. Les jeux de piste proposés sont adaptées à l’âge de l’enfant (4/6 ans 7/9 ans et + de 10 ans)."
SAINT-FRANCOIS-LONGCHAMP LES PAQUIERS - LES CLOCHETTES,Jeu de piste ludique,,73130,SAINT-FRANCOIS-LONGCHAMP,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,http://www.randoland.fr/bn,"Recevez un code pour télécharger ce parcours et deux autres dans la région de votre choix. Chaque parcours comprend une carte pour se repérer, des jeux à réaliser durant la randonnée pour vitaminer le cerveau et des indices à trouver en observant autour de vous ! Les randonnées se font en autonomie pour s'amuser tout en vivant un moment de partage. Les jeux de piste proposés sont adaptées à l’âge de l’enfant (4/6 ans 7/9 ans et + de 10 ans)."
SAINT-GERMAIN HOCKEY CLUB,Hockey sur Gazon,,78100,SAINT GERMAIN EN LAYE,Île-de-France,,secretariat@saint-germain-hockey.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SALON DE PROVENCE H.C,Hockey sur Gazon,,13300,SALON-DE-PROVENCE,Provence-Alpes-Côte d'Azur,,president.shc13@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SANCHIRO CLUB,Aikido,17 Rue Leopold Bellan,75002,PARIS ,Île-de-France,,patrick.benezi@sfr.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
SANNOIS GEMS CHEERLEALDING,Cheerleading,Palais des Sports,95110,SANNOIS,Île-de-France,,482@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SAS LMD IMPRESA,Haltérophilie,,20600,BASTIA,Corse,0626883546,contact@crossfitbastia.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
SAVATE BOXING CLUB  BERRY,Boxe Française,,18230,SAINT-DOULCHARD,Centre-Val de Loire,0248690152,christgilbert@free.fr,http://www.sbcb.fr,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
SAVATE PASSION BOXE FRANÇAISE,Boxe Française,,06110,LE CANNET,Provence-Alpes-Côte d'Azur,,savatepassion@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
SAVATE PAYS DE GEX,Boxe Française,,01280,PRÉVESSIN-MOËNS,Auvergne-Rhône-Alpes,,savatepaysdegex@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
SBDF ACADEMIE,Boxe Française,,26200,MONTÉLIMAR,Auvergne-Rhône-Alpes,,sbdfacademie@gmail.com,https://www.sbdfacademie.com,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
SCO LONGUENEE HOCKEY,Hockey sur Gazon,,49000,ANGERS,Pays de la Loire,,emmanuel.leray@hockeyscoangers.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SEAGULLS,Flag Football,Terrain d'entrainement rue Guillaume Appolinaire,62100,CALAIS,Hauts-de-France,,343@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SEYROKU SAMURAI,Aikido,75 Avenue Voltaire,97300,CAYENNE ,Guyane,,bellyjah@hotmail.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
SIMON AUDREY COACH SPORTIF,Pilates,1c Rue Beausejour,85220,SAINT MAIXENT SUR VIE,Pays de la Loire,0695125455,simon_audrey@hotmail.fr,,Réservation obligatoire. Une séance offerte sur remise du pass. Offre non cumulable pour une même personne.  A partir de 14 ans.
SKOL GOUREN AR FAOUED,Lutte - Gouren,Cours carré - Salle de Gymnastique,56320,LE FAOUET,Bretagne,,annemariegloaguen@free.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN BEAR,Lutte - Gouren,Salle de lutte - Stade Adrien Hamon,22140,BEGARD,Bretagne,,skolgourenbear@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN BREST,Lutte - Gouren,Gymnase Kerbonne - 25 rue Paul Bert,29200,BREST,Bretagne,,skolgourenbrest@orange.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN BRO DOL,Lutte - Gouren,Salle annexe des arts martiaux de Dol,35120,DOL DE BRETAGNE,Bretagne,,skol-gouren.bro-dol@outlook.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN KEMPER,Lutte - Gouren,"Halle des Sports de Penhars, 1 rue de Kerlan Vihan",29000,QUIMPER,Bretagne,,skolgourenkemper@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN LOUERGAD,Lutte - Gouren,Kergoz Escodans Combat,22540,LOUARGAT,Bretagne,,skolgourenlouergad@orange.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN MONTERFIL,Lutte - Gouren,Salle de la vieille Forge,35160,MONTERFIL,Bretagne,,skolgourenmonterfil@gouren.bzh,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN PLESLIN TRIGAVOU,Lutte - Gouren,"Salle Omnisports - 12, L'Orme",22490,PLESLIN-TRIGAVOU,Bretagne,,skol.gouren.pleslin.trigavou@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 4 ans.
SKOL GOUREN PLUNERET,Lutte - Gouren,Salle associative Gilles Servat MERIADEC,56400,PLUNERET,Bretagne,,gourenpluneret@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN SAINT SENOUX,Lutte - Gouren,"Salle de motricité - école des Korrigans - 3, rue Cercliers",35580,SAINT-SENOUX,Bretagne,,skolgourensaintsenoux@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SKOL GOUREN SENOLF,Lutte - Gouren,Complexe sportif Tro Heol (Tournesol),56250,SAINT NOLFF,Bretagne,,mike.boisson2@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans.
SO SPORTS EVASION,Multisports enfants,Salle Bellevue - 14 Rue Descartes,35400,SAINT MALO,Bretagne,0630180765,sosportsevasion@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 4 ans.
SO SPORTS EVASION,Musculation,"Rue Salvador Allende, 35400 Saint-Malo",35400,SAINT MALO,Bretagne,0630180765,sosportsevasion@gmail.com,https://sosportsevasion.s2.yapla.com/fr/,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 14 ans.
SO SPORTS EVASION,Renforcement musculaire,Salle de quartier de la Madeleine et de Rotheneuf,35400,SAINT MALO,Bretagne,0630180765,sosportsevasion@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 14 ans.
SO SPORTS EVASION,VTT ados adultes,,35400,SAINT MALO,Bretagne,0630180765,sosportsevasion@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 14 ans.
SOCIETE CULTURELLE OMNISPORTS DE SAINTE MARGUERITE,Hockey sur Gazon,,13009,MARSEILLE 09,Provence-Alpes-Côte d'Azur,,hockey.scomarseille@laposte.net,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SOCIETE DE L'ARC DE DOLE,Tir à l'arc,,39100,DOLE,Bourgogne-Franche-Comté,,societearcdole@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans. Hors vacances scolaires. 
SPARTIATES,Flag Football,Stade du Grand Marais,80000,AMIENS,Hauts-de-France,,064@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SPORT ENJOY 05,Zumba,,05600,GUILLESTRE,Provence-Alpes-Côte d'Azur,0788608593,sportenjoy05@gmail.com,,"Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 5 ans. Prévoir une paire de basket, une gourde et un tapis."
SPORT SANTÉ EN LUBERON ,Cheerleading,,84400,APT,Provence-Alpes-Côte d'Azur,0659025498,mssenluberon@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
SPORTIFELECOUR BRUNOY,Boxe Française,,91800,BRUNOY,Île-de-France,,rguibert74@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
STADE LAVALLOIS,Hockey sur Gazon,,53000,LAVAL,Pays de la Loire,,stadelavalloishockey@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
STALLIONS,Cheerleading,Terrain Louis Bechu,53000,LAVAL,Pays de la Loire,,403@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
STRASBOURG HOCKEY CLUB J.S.K.,Hockey sur Gazon,,67400,ILLKIRCH-GRAFFENSTADEN,Grand Est,,pierre.rabu@ipcms.unistra.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
SUD SAVATE DEFENSE,Boxe Française,,97224,DUCOS,Martinique ,,sudsavatedef@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
SUR UN AIR DE COUNTRY MUSIC ,Jeu de piste ludique,,32300,MIRANDE,Occitanie,,contact@les-challenges-bn.fr,http://www.randoland.fr/bn,"Recevez un code pour télécharger ce parcours et deux autres dans la région de votre choix. Chaque parcours comprend une carte pour se repérer, des jeux à réaliser durant la randonnée pour vitaminer le cerveau et des indices à trouver en observant autour de vous ! Les randonnées se font en autonomie pour s'amuser tout en vivant un moment de partage. Les jeux de piste proposés sont adaptées à l’âge de l’enfant (4/6 ans 7/9 ans et + de 10 ans)."
SWIM STARS,Sensibilisation à l'eau,2 Avenue Baquis,06000,NICE,Provence-Alpes-Côte d'Azur,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/nice-musiciens/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,CC Albitrecia Chemin de Falconaja,20200,LUPINO,Corse,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/bastia-lupino/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,"Route de la Canonica, Lieu-dit Crucetta",20290 ,LUCCIANA,Corse,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/lucciana/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,9 bis Rue de la Cochais,22100,DINAN,Bretagne,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/dinan/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,17 Parc des Tilleuls,51370,THILLOIS,Grand Est,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/reims/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,1 rue Jean-Marie Pelt,33380 ,MIOS,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/mios/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,5 Rue Hipparque,33700 ,MERIGNAC,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/merignac/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,14 Allée du Cadran,64600,ANGLET,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/anglet/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,2 Rue du Bourg Nouveau,35000,RENNES,Bretagne,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/rennes/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,58 av. Miroir aux Fées,35400,SAINT-MALO,Bretagne,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/saint-malo/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,6 rue des résiniers,40130,CAPBRETON,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/capbreton/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,26 rue Docteur Émile Roux,56000,VANNES,Bretagne,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/vannes/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,520 Av. de Dunkerque,59160,LILLE -LOMME,Hauts-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/lomme-lille/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,29 Rue Henri Barbusse,59220,FACHES-THUMESNIL,Hauts-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/faches-thumesnil/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,6 Place Lucie et Raymond Aubrac,63000,CLERMONT-FERRAND,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/clermont-ferrand-estaing/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,85 Av. de la Légion Tchèque,64100,BAYONNE,Nouvelle-Aquitaine,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/bayonne/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,310 Rue Paul Laurent,30900,NIMES,Occitanie,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/nimes/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,11 Rue Blaise Pascal,74600 ,SEYNOD,Auvergne-Rhône-Alpes,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/seynod/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,160 Rue Oberkampf,75011,PARIS,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/paris-oberkampf/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,27 rue de Paris,77320,LA FERTE GAUCHER,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/la-ferte-gaucher/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,3 rue de la Découverte,77600,CHANTELOUP EN BRIE,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/chanteloup-en-brie/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,Chemin aux Boeufs,78121,CRESPIÈRES,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/crespieres/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,45 Rue des Taillades,81990,LE SEQUESTRE,Occitanie,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/albi/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,382 Chemin de l'Huide,83110,SANARY SUR MER,Provence-Alpes-Côte d'Azur,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/sanary/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,5 Rue de l'Europe Piscine municipale,91380,CHILLY MAZARIN,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/chilly-mazarin/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,"122 rue Aristide Briand,",95330,DOMONT,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/domont/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
SWIM STARS,Sensibilisation à l'eau,10 avenue Ampère,78180,MONTIGNY LE BRETONNEUX,Île-de-France,,contact@les-challenges-bn.fr,https://swimstars.co/piscines/montigny-le-bretonneux/,1 cours découverte Bébé-nageur. Enfant de 4 mois à 3 ans. Réservation en ligne obligatoire avec le code unique que vous recevrez par mail.
TEAM MARSEILLE BLUE STARS,Cheerleading,Stade Saint Jérôme,13014,MARSEILLE 14,Provence-Alpes-Côte d'Azur,,159@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
TEAM POLLUX FLAYOSCAIS,Boxe Française,,83780,FLAYOSC,Provence-Alpes-Côte d'Azur,0494703846,team.pollux@wanadoo.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
TEMPLIERS,Flag Football,Complexe Sportif Europe,78990,ELANCOURT,Île-de-France,,063@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
TIGRES,Flag Football,Complexe des Aiguillettes,54600,VILLERS-LES-NANCY,Grand Est,,062@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
TIR A L'ARC COURCHELETTES,Tir à l'arc,,59552,COURCHELETTES,Hauts-de-France,,seblarcher@laposte.net,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans. Hors vacances scolaires. 
TONIC CLUB SULLY SUR LOIRE,Haltérophilie,,45600,SULLY SUR LOIRE,Centre-Val de Loire,0625038977,tonicmuscu45@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
TONNERRE DE BREST,Cheerleading,Complexe Sportif du Bergot SCAM Marine,29200,BREST,Bretagne,,273@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
TOULOUSE FOOTBALL AMERICAIN : LES OURS,Cheerleading,Stade des Argoulets,31500,TOULOUSE,Occitanie,,051@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
TOURS HOCKEY CLUB,Hockey sur Gazon,,37000,TOURS,Centre-Val de Loire,,tourshockeyclub37@outlook.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
ULTIMATE SPIRIT TIGER CHEERLEADING VILLENAVAIS,Cheerleading,Salle de Bocage,33140,VILLENAVE D ORNON,Nouvelle-Aquitaine,,481@fffa.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
UNION SPORTIVE CRESTOISE HOCKEY SUR GAZON,Hockey sur Gazon,,26400,CREST,Auvergne-Rhône-Alpes,,brindilleboxeuse@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
UNION SPORTIVE MÉTROPOLITAINE DES TRANSPORTS,Hockey sur Gazon,,92160,ANTONY,Île-de-France,,hockey@us-metro.org,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
UNION SPORTIVE POINTE DES GALETS,Hockey sur Gazon,,97420,LE PORT,La Réunion ,,gabinlakia@wanadoo.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
US CRETEIL HMF,Haltérophilie,,94380,BONNEUIL-SUR-MARNE,Île-de-France,,irfaan.burahee@yahoo.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 8 ans.
USB JU-JUTSU ,Ju Jutsu,,33110,LE BOUSCAT,Nouvelle-Aquitaine,0670615306,marc.guasch.7@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
USM MALAKOFF,Yoga,3 place du 14 juillet,92240,MALAKOFF                                    ,Île-de-France,0147467701,contact@usmmalakoff.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 12 ans.
USPG HOCKEY,Hockey sur Gazon,,97420,LE PORT,La Réunion ,,gabinlakia@wanadoo.fr,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 6 ans.
VENERQUE BOXE FRANCAISE,Boxe Française,,31810,VENERQUE,Occitanie,,Venerque.bf@gmail.com,,Réservation obligatoire. Une séance offerte sur remise de votre pass. Offre non cumulable pour une même personne. A partir de 7 ans.
VERTICAL'ART CHEVALERET,Escalade,,75013,PARIS,Île-de-France,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
VERTICAL'ART LE MANS,Escalade,,72100,LE MANS,Pays de la Loire,,contact@les-challenges-bn.fr,,Réservation en ligne obligatoire avec le code unique que vous recevrez par mail. Une entrée offerte. Offre non cumulable pour une même personne. A partir de 8 ans.
